config_id,sample_idx,stepsize,beta,phase,steps,sweeps,state_rms_to_final,hidden_rms_to_final,output_rms_to_final,output_mse_to_target,target_digit,prediction,score_margin
1,5,0.05,0.05,free,320,2.0,0.18515158,0.50873375,0.18056577,19.890268,9,1,0.10732365
1,5,0.05,0.05,free,800,5.0,0.17985049,0.49366504,0.17959602,19.716528,9,1,0.065871954
1,5,0.05,0.05,free,1600,10.0,0.17073183,0.46791276,0.17634557,19.796665,9,1,0.20216036
1,5,0.05,0.05,free,3200,20.0,0.14961691,0.4094442,0.15924053,19.676512,9,1,0.26375794
1,5,0.05,0.05,free,8000,50.0,0.09340216,0.25454003,0.107301846,19.963043,9,1,0.39959717
1,5,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,20.705105,9,1,0.36755538
1,6,0.05,0.05,free,160,1.0,0.1910841,0.5233196,0.20029902,16.324778,2,2,0.21922219
1,6,0.05,0.05,free,320,2.0,0.18878584,0.5167004,0.20042005,16.388357,2,2,0.18209827
1,6,0.05,0.05,free,800,5.0,0.18307208,0.5008008,0.19636463,16.695482,2,2,0.15787745
1,6,0.05,0.05,free,1600,10.0,0.17341755,0.47477546,0.18303818,17.017744,2,2,0.18168235
1,6,0.05,0.05,free,3200,20.0,0.15296194,0.41756326,0.1705879,17.393236,2,2,0.1399126
1,6,0.05,0.05,free,8000,50.0,0.09644168,0.2606367,0.12533577,17.345829,2,2,0.13953876
1,6,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,18.684927,2,2,0.29196095
1,7,0.05,0.05,free,160,1.0,0.20103826,0.5517733,0.2011589,13.231627,1,1,0.8654386
1,7,0.05,0.05,free,320,2.0,0.1984805,0.5447403,0.19870628,13.182229,1,1,0.85946953
1,7,0.05,0.05,free,800,5.0,0.19124523,0.52457464,0.19398044,13.194178,1,1,0.8305371
1,7,0.05,0.05,free,1600,10.0,0.18007666,0.4926475,0.19283877,13.203291,1,1,0.74209106
1,7,0.05,0.05,free,3200,20.0,0.15653038,0.427206,0.1752901,13.073952,1,1,0.743572
1,7,0.05,0.05,free,8000,50.0,0.09460334,0.25694922,0.114657454,13.546214,1,1,0.62581694
1,7,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,14.404157,1,1,0.777802
1,8,0.05,0.05,free,160,1.0,0.19739571,0.5429007,0.18802175,16.245451,3,0,0.46744
1,8,0.05,0.05,free,320,2.0,0.19477113,0.53575844,0.18486054,16.223902,3,0,0.4468603
1,8,0.05,0.05,free,800,5.0,0.18885215,0.51880264,0.18500964,16.131887,3,0,0.42234135
1,8,0.05,0.05,free,1600,10.0,0.17846556,0.49036998,0.17398477,16.182028,3,0,0.35552323
1,8,0.05,0.05,free,3200,20.0,0.15865964,0.43474993,0.16449153,16.177492,3,0,0.17398131
1,8,0.05,0.05,free,8000,50.0,0.09539327,0.25933787,0.113967866,17.07054,3,6,0.049046278
1,8,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,19.281548,3,6,0.3673191
1,9,0.05,0.05,free,160,1.0,0.20960927,0.5771278,0.1940648,16.136837,1,8,0.87452674
1,9,0.05,0.05,free,320,2.0,0.20744988,0.5714862,0.1893342,16.0709,1,8,0.8319397
1,9,0.05,0.05,free,800,5.0,0.19993421,0.55072755,0.18296519,16.144167,1,8,0.7607074
1,9,0.05,0.05,free,1600,10.0,0.1876165,0.51630425,0.17609268,16.071318,1,8,0.80243015
1,9,0.05,0.05,free,3200,20.0,0.16563198,0.45525733,0.16019875,16.079998,1,8,0.6965132
1,9,0.05,0.05,free,8000,50.0,0.1014967,0.27923846,0.09589005,15.935251,1,8,0.3909843
1,9,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,16.761269,1,8,0.2549914
1,10,0.05,0.05,free,160,1.0,0.18455772,0.50403523,0.20420153,13.693268,4,5,0.5599842
1,10,0.05,0.05,free,320,2.0,0.18304175,0.49994954,0.20211971,13.761963,4,5,0.5604949
1,10,0.05,0.05,free,800,5.0,0.17598532,0.48016214,0.19810285,13.923992,4,5,0.51835555
1,10,0.05,0.05,free,1600,10.0,0.16562115,0.4516628,0.1880393,14.029527,4,5,0.42749155
1,10,0.05,0.05,free,3200,20.0,0.14460132,0.39278448,0.17500351,14.323349,4,5,0.43755692
1,10,0.05,0.05,free,8000,50.0,0.08786025,0.23769033,0.11264225,14.648118,4,5,0.1618715
1,10,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,15.569174,4,6,0.080810905
1,11,0.05,0.05,free,160,1.0,0.1962826,0.5384293,0.19878487,14.847719,3,8,1.276053
1,11,0.05,0.05,free,320,2.0,0.19397253,0.5320381,0.19688733,14.9563875,3,8,1.2494624
1,11,0.05,0.05,free,800,5.0,0.1860067,0.50962126,0.1933456,14.960274,3,8,1.2863052
1,11,0.05,0.05,free,1600,10.0,0.17621008,0.48250073,0.18536142,14.930878,3,8,1.283747
1,11,0.05,0.05,free,3200,20.0,0.15618624,0.42613852,0.17583954,14.841555,3,8,1.2431254
1,11,0.05,0.05,free,8000,50.0,0.09732665,0.26388532,0.12101255,15.474631,3,8,1.1920183
1,11,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,17.044657,3,8,0.95273674
1,12,0.05,0.05,free,160,1.0,0.19404025,0.5318887,0.19965245,12.987354,5,1,0.44083238
1,12,0.05,0.05,free,320,2.0,0.1915288,0.52484995,0.19830027,12.941063,5,1,0.4411552
1,12,0.05,0.05,free,800,5.0,0.18531832,0.50766224,0.19320849,12.847357,5,1,0.5344738
1,12,0.05,0.05,free,1600,10.0,0.1746433,0.4784204,0.1820666,12.997288,5,1,0.5197315
1,12,0.05,0.05,free,3200,20.0,0.1532882,0.41918764,0.16547199,12.885653,5,1,0.51972854
1,12,0.05,0.05,free,8000,50.0,0.093543656,0.25360617,0.11645402,13.093054,5,1,0.6749555
1,12,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,14.955144,5,1,0.86016536
1,13,0.05,0.05,free,160,1.0,0.20375858,0.56225556,0.17725806,16.020668,3,9,0.38402438
1,13,0.05,0.05,free,320,2.0,0.20081015,0.5539867,0.17595255,16.04446,3,9,0.3988943
1,13,0.05,0.05,free,800,5.0,0.19435006,0.5356871,0.17474584,16.221014,3,9,0.48002505
1,13,0.05,0.05,free,1600,10.0,0.18273386,0.50352633,0.16561098,16.640482,3,9,0.48006678
1,13,0.05,0.05,free,3200,20.0,0.16041847,0.44131342,0.15182808,17.250952,3,9,0.47831452
1,13,0.05,0.05,free,8000,50.0,0.09730065,0.26657757,0.10119413,18.633076,3,9,0.6497332
1,13,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,20.955885,3,9,0.8608074
1,14,0.05,0.05,free,160,1.0,0.18595794,0.50967,0.1918487,14.043926,6,1,0.32069224
1,14,0.05,0.05,free,320,2.0,0.18413763,0.50484854,0.18862958,14.168993,6,1,0.3375098
1,14,0.05,0.05,free,800,5.0,0.17863451,0.48928803,0.18674673,14.051676,6,1,0.30958498
1,14,0.05,0.05,free,1600,10.0,0.16780631,0.4596471,0.17528579,13.863684,6,1,0.26550478
1,14,0.05,0.05,free,3200,20.0,0.14841358,0.40555578,0.16248411,13.977276,6,1,0.34889817
1,14,0.05,0.05,free,8000,50.0,0.09228147,0.25237045,0.09950869,14.321007,6,1,0.36633384
1,14,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,15.779215,6,1,0.29984748
1,15,0.05,0.05,free,160,1.0,0.18570337,0.507613,0.20211522,13.13691,1,8,0.26576698
1,15,0.05,0.05,free,320,2.0,0.18333206,0.5010885,0.19985549,13.036459,1,8,0.26565337
1,15,0.05,0.05,free,800,5.0,0.177689,0.4855548,0.1945283,12.9164,1,8,0.34502673
1,15,0.05,0.05,free,1600,10.0,0.16788174,0.45865622,0.18453355,12.608154,1,8,0.28328335
1,15,0.05,0.05,free,3200,20.0,0.1469498,0.401579,0.16070783,12.499555,1,8,0.2577325
1,15,0.05,0.05,free,8000,50.0,0.09113865,0.24745554,0.111017495,12.236428,1,8,0.23200715
1,15,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,12.911413,1,8,0.21658784
1,16,0.05,0.05,free,160,1.0,0.19548081,0.53794795,0.18345712,15.300669,7,9,0.936207
1,16,0.05,0.05,free,320,2.0,0.19348969,0.53235745,0.18256424,15.4061575,7,9,0.9521295
1,16,0.05,0.05,free,800,5.0,0.18617432,0.5123628,0.17449903,15.384368,7,9,0.9594362
1,16,0.05,0.05,free,1600,10.0,0.17536432,0.4821875,0.1680716,15.200488,7,9,0.9954595
1,16,0.05,0.05,free,3200,20.0,0.15531746,0.42631692,0.15516588,14.938898,7,9,0.97945714
1,16,0.05,0.05,free,8000,50.0,0.09469177,0.25788432,0.109986916,14.351763,7,9,1.1175668
1,16,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,15.160304,7,9,1.283871
1,17,0.05,0.05,free,160,1.0,0.17313404,0.47226372,0.19575559,12.274881,2,8,1.1031055
1,17,0.05,0.05,free,320,2.0,0.17134547,0.46722677,0.19487481,12.364585,2,8,1.0393913
1,17,0.05,0.05,free,800,5.0,0.16553956,0.4506409,0.19361618,12.418429,2,8,1.0053695
1,17,0.05,0.05,free,1600,10.0,0.15681534,0.42674467,0.18443373,12.357295,2,8,0.9849742
1,17,0.05,0.05,free,3200,20.0,0.13791202,0.37403423,0.1707651,12.572613,2,8,0.9888335
1,17,0.05,0.05,free,8000,50.0,0.08921256,0.2402404,0.121174596,12.253394,2,8,1.0267699
1,17,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,12.303285,2,8,0.8442906
1,18,0.05,0.05,free,160,1.0,0.19082287,0.5252198,0.17829216,18.19168,8,2,0.9974161
1,18,0.05,0.05,free,320,2.0,0.18872188,0.51941794,0.17649773,18.359165,8,2,0.9541882
1,18,0.05,0.05,free,800,5.0,0.18307766,0.50356454,0.17401074,18.26162,8,2,0.9484298
1,18,0.05,0.05,free,1600,10.0,0.1729536,0.475404,0.16708928,17.942226,8,2,0.86387336
1,18,0.05,0.05,free,3200,20.0,0.15282023,0.41941914,0.15302835,18.275747,8,2,0.8776685
1,18,0.05,0.05,free,8000,50.0,0.09281376,0.25178507,0.114509836,19.117807,8,2,0.9261347
1,18,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,19.374544,8,2,0.9216665
1,19,0.05,0.05,free,160,1.0,0.19784042,0.546499,0.1665544,16.924818,6,1,1.3688508
1,19,0.05,0.05,free,320,2.0,0.19548397,0.539972,0.16474473,16.847149,6,1,1.3795373
1,19,0.05,0.05,free,800,5.0,0.18918705,0.5224184,0.16100371,16.896599,6,1,1.3759664
1,19,0.05,0.05,free,1600,10.0,0.17809547,0.49123695,0.1568546,16.984135,6,1,1.3761951
1,19,0.05,0.05,free,3200,20.0,0.15681712,0.4326169,0.13743986,17.011719,6,1,1.2965957
1,19,0.05,0.05,free,8000,50.0,0.09258142,0.25546342,0.08061332,16.660217,6,1,1.3105696
1,19,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,16.695852,6,1,1.3945973
1,20,0.05,0.05,free,160,1.0,0.20056598,0.5535479,0.17350674,15.051679,9,3,0.64076734
1,20,0.05,0.05,free,320,2.0,0.19832511,0.54713124,0.17377457,15.064877,9,3,0.6565068
1,20,0.05,0.05,free,800,5.0,0.1919272,0.5297561,0.16554725,15.018106,9,3,0.6815121
1,20,0.05,0.05,free,1600,10.0,0.1808769,0.498776,0.1605487,14.906451,9,3,0.64300615
1,20,0.05,0.05,free,3200,20.0,0.15953726,0.43901575,0.149886,15.065619,9,3,0.66538423
1,20,0.05,0.05,free,8000,50.0,0.09876078,0.2700623,0.106706075,15.117581,9,3,0.54407257
1,20,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,13.670559,9,3,0.1856525
1,21,0.05,0.05,free,160,1.0,0.18422118,0.5049836,0.18946849,15.772925,4,7,0.20307183
1,21,0.05,0.05,free,320,2.0,0.18188985,0.49871543,0.18608956,15.811892,4,7,0.2053318
1,21,0.05,0.05,free,800,5.0,0.1753667,0.4809997,0.17804496,15.62584,4,7,0.27944446
1,21,0.05,0.05,free,1600,10.0,0.16464697,0.4508147,0.1733839,15.728857,4,7,0.3048135
1,21,0.05,0.05,free,3200,20.0,0.14236207,0.3898747,0.14930968,16.264101,4,7,0.4445299
1,21,0.05,0.05,free,8000,50.0,0.08520428,0.2332854,0.08980163,16.66926,4,7,0.5306339
1,21,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,17.41806,4,7,0.48265433
1,22,0.05,0.05,free,160,1.0,0.19685999,0.53782946,0.21635471,16.945171,0,1,1.2098656
1,22,0.05,0.05,free,320,2.0,0.19441244,0.53096265,0.21500312,16.771246,0,1,1.2332661
1,22,0.05,0.05,free,800,5.0,0.18780813,0.5126278,0.20989281,16.747856,0,1,1.243399
1,22,0.05,0.05,free,1600,10.0,0.17666408,0.48166624,0.20137879,16.641638,0,1,1.2440166
1,22,0.05,0.05,free,3200,20.0,0.1542385,0.4196029,0.18229815,17.064611,0,1,1.2448194
1,22,0.05,0.05,free,8000,50.0,0.093253806,0.25198987,0.12138925,17.857075,0,1,1.0063297
1,22,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,19.565767,0,1,0.5381191
1,23,0.05,0.05,free,160,1.0,0.19541204,0.5377528,0.18344384,14.185178,9,7,0.053488553
1,23,0.05,0.05,free,320,2.0,0.1934346,0.5323779,0.1810014,14.246915,9,7,0.048313856
1,23,0.05,0.05,free,800,5.0,0.18764256,0.5168193,0.17217098,14.051046,9,7,0.041846097
1,23,0.05,0.05,free,1600,10.0,0.17607,0.48538652,0.15752806,14.002832,9,7,0.027696371
1,23,0.05,0.05,free,3200,20.0,0.15342851,0.4221044,0.145034,14.456042,9,7,0.12035161
1,23,0.05,0.05,free,8000,50.0,0.09302641,0.25356507,0.10652047,15.390085,9,7,0.010721266
1,23,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,16.797035,9,7,0.039803088
1,24,0.05,0.05,free,160,1.0,0.20590353,0.5690518,0.1705637,18.120314,1,6,0.7244952
1,24,0.05,0.05,free,320,2.0,0.20360519,0.56288654,0.1667804,18.09007,1,6,0.71001315
1,24,0.05,0.05,free,800,5.0,0.1964579,0.54311717,0.16102755,18.038643,1,6,0.7451732
1,24,0.05,0.05,free,1600,10.0,0.18366897,0.507352,0.15463223,17.817844,1,6,0.69767237
1,24,0.05,0.05,free,3200,20.0,0.16116063,0.44471973,0.14010715,17.751202,1,6,0.68152404
1,24,0.05,0.05,free,8000,50.0,0.09628512,0.26516303,0.08864045,17.543863,1,6,0.3873775
1,24,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,17.480461,1,6,0.41094697
1,25,0.05,0.05,free,160,1.0,0.18786667,0.51554996,0.18857445,14.273341,1,4,0.26169705
1,25,0.05,0.05,free,320,2.0,0.1850253,0.5080235,0.18348634,14.320946,1,4,0.26829267
1,25,0.05,0.05,free,800,5.0,0.17822953,0.4893464,0.17689674,14.4163885,1,4,0.26610506
1,25,0.05,0.05,free,1600,10.0,0.16661946,0.45756733,0.16456191,14.3837,1,4,0.20591521
1,25,0.05,0.05,free,3200,20.0,0.14526607,0.39820534,0.1493661,14.477251,1,4,0.17746472
1,25,0.05,0.05,free,8000,50.0,0.087004,0.23602986,0.10730595,14.577241,1,4,0.034124017
1,25,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,14.653448,1,4,0.28138804
1,26,0.05,0.05,free,160,1.0,0.20130521,0.55304,0.19698207,14.721664,2,5,0.17810392
1,26,0.05,0.05,free,320,2.0,0.19888808,0.5463475,0.19505343,14.663254,2,5,0.21906352
1,26,0.05,0.05,free,800,5.0,0.19195604,0.52670324,0.19324426,14.6535,2,5,0.18487942
1,26,0.05,0.05,free,1600,10.0,0.18065096,0.49501655,0.18723376,14.613599,2,5,0.20204008
1,26,0.05,0.05,free,3200,20.0,0.1578391,0.43192014,0.16818488,14.142071,2,5,0.20622373
1,26,0.05,0.05,free,8000,50.0,0.09641093,0.26204574,0.115583904,13.210452,2,5,0.095347226
1,26,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,13.3498,2,4,0.1867379
1,27,0.05,0.05,free,160,1.0,0.20037772,0.55260175,0.1773781,16.319723,4,1,0.30801308
1,27,0.05,0.05,free,320,2.0,0.19811937,0.54630697,0.17600124,16.175303,4,1,0.28532767
1,27,0.05,0.05,free,800,5.0,0.19197217,0.52904624,0.17340192,16.29107,4,1,0.22511351
1,27,0.05,0.05,free,1600,10.0,0.18094404,0.4983644,0.1660737,16.460732,4,1,0.25115907
1,27,0.05,0.05,free,3200,20.0,0.15824534,0.43569425,0.14660549,16.342585,4,1,0.2693814
1,27,0.05,0.05,free,8000,50.0,0.099014714,0.27142856,0.10174477,15.879458,4,1,0.27730572
1,27,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,16.631777,4,1,0.22779858
1,28,0.05,0.05,free,160,1.0,0.18745767,0.5151215,0.18238011,17.853565,3,0,0.9041463
1,28,0.05,0.05,free,320,2.0,0.18523209,0.50890505,0.18106544,17.723095,3,0,0.918517
1,28,0.05,0.05,free,800,5.0,0.17990157,0.49401882,0.17787711,17.869293,3,0,0.9336592
1,28,0.05,0.05,free,1600,10.0,0.1705346,0.4678728,0.1721086,17.968513,3,0,0.91167843
1,28,0.05,0.05,free,3200,20.0,0.15011081,0.4109855,0.15829681,18.040823,3,0,0.74838185
1,28,0.05,0.05,free,8000,50.0,0.092254795,0.24909496,0.121299125,18.03684,3,0,0.7959058
1,28,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,19.78568,3,0,0.54728246
1,29,0.05,0.05,free,160,1.0,0.20252296,0.5530066,0.22476193,13.23702,2,8,1.4238484
1,29,0.05,0.05,free,320,2.0,0.2004908,0.5475076,0.22213776,13.226229,2,8,1.4165692
1,29,0.05,0.05,free,800,5.0,0.19399923,0.5288053,0.22202995,13.087684,2,8,1.3212402
1,29,0.05,0.05,free,1600,10.0,0.18264149,0.49688023,0.21581689,12.927629,2,8,1.2453216
1,29,0.05,0.05,free,3200,20.0,0.16134983,0.4375685,0.19999589,12.738661,2,8,1.1654084
1,29,0.05,0.05,free,8000,50.0,0.10012687,0.27019185,0.132621,12.299976,2,8,0.84862006
1,29,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,12.99303,2,8,0.29332304
1,30,0.05,0.05,free,160,1.0,0.19962767,0.54941964,0.18682256,16.542667,7,2,1.5494227
1,30,0.05,0.05,free,320,2.0,0.19712536,0.5421577,0.18775918,16.477648,7,2,1.5857947
1,30,0.05,0.05,free,800,5.0,0.18966165,0.52127606,0.18368992,16.433363,7,2,1.6509153
1,30,0.05,0.05,free,1600,10.0,0.17946847,0.49273527,0.17823237,16.718767,7,2,1.7124157
1,30,0.05,0.05,free,3200,20.0,0.16032395,0.4391122,0.16778053,17.106623,7,2,1.8527882
1,30,0.05,0.05,free,8000,50.0,0.09662116,0.26105765,0.12596849,17.858753,7,2,1.9432921
1,30,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,18.436712,7,2,1.7354076
1,31,0.05,0.05,free,160,1.0,0.1781115,0.48213425,0.22653696,16.808773,3,1,0.42942774
1,31,0.05,0.05,free,320,2.0,0.17624076,0.4767624,0.2261147,16.935844,3,1,0.40353787
1,31,0.05,0.05,free,800,5.0,0.16930501,0.45808023,0.21670783,17.105654,3,1,0.50172234
1,31,0.05,0.05,free,1600,10.0,0.15945743,0.43066952,0.20890373,17.270432,3,1,0.5381565
1,31,0.05,0.05,free,3200,20.0,0.13813023,0.37233174,0.18545674,17.396948,3,1,0.6316627
1,31,0.05,0.05,free,8000,50.0,0.08580637,0.22884966,0.12901165,17.724749,3,1,0.93372357
1,31,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,20.446001,3,1,1.1232796
1,32,0.05,0.05,free,160,1.0,0.19259189,0.53193253,0.16280606,12.7076845,8,2,0.65421045
1,32,0.05,0.05,free,320,2.0,0.19010164,0.52481645,0.16301832,12.68219,8,2,0.6381614
1,32,0.05,0.05,free,800,5.0,0.18354021,0.5065696,0.15866628,12.805603,8,2,0.6661198
1,32,0.05,0.05,free,1600,10.0,0.173373,0.47823524,0.15246832,12.902852,8,2,0.6438247
1,32,0.05,0.05,free,3200,20.0,0.15317962,0.42144895,0.14454265,12.932278,8,2,0.58020973
1,32,0.05,0.05,free,8000,50.0,0.09384609,0.255443,0.10997193,13.647012,8,2,0.19212103
1,32,0.05,0.05,free,16000,100.0,0.0,0.0,0.0,15.4915285,8,6,0.48671317
2,1,0.05,0.1,free,160,1.0,0.19864151,0.5477343,0.1765808,10.743129,5,9,0.8181788
2,1,0.05,0.1,free,320,2.0,0.196172,0.54085726,0.17501372,10.817586,5,9,0.8575132
2,1,0.05,0.1,free,800,5.0,0.18845657,0.5191741,0.17189887,10.761845,5,9,0.85298455
2,1,0.05,0.1,free,1600,10.0,0.17784928,0.48984718,0.16317391,10.64316,5,9,0.814595
2,1,0.05,0.1,free,3200,20.0,0.15645352,0.4301032,0.15069018,10.597437,5,9,0.81114495
2,1,0.05,0.1,free,8000,50.0,0.09839591,0.26860222,0.109763235,10.584063,5,9,0.8633959
2,1,0.05,0.1,free,16000,100.0,0.0,0.0,0.0,10.696846,5,9,0.5812751
2,2,0.05,0.1,free,160,1.0,0.20033936,0.54777515,0.21687163,16.681128,0,7,0.38615286
2,2,0.05,0.1,free,320,2.0,0.19803195,0.5412797,0.2157813,16.761099,0,7,0.37330866
2,2,0.05,0.1,free,800,5.0,0.19126041,0.5221242,0.2132127,16.623278,0,7,0.35479474
2,2,0.05,0.1,free,1600,10.0,0.1800722,0.49014705,0.21100037,16.61135,0,7,0.269881
2,2,0.05,0.1,free,3200,20.0,0.15956521,0.43222702,0.20104833,16.582468,0,7,0.367651
2,2,0.05,0.1,free,8000,50.0,0.098553985,0.2648817,0.136884,15.761771,0,7,0.16155195
2,2,0.05,0.1,free,16000,100.0,0.0,0.0,0.0,17.10816,0,7,0.021976233
2,3,0.05,0.1,free,160,1.0,0.22116897,0.61085725,0.18700473,14.539067,4,2,1.3411402
2,3,0.05,0.1,free,320,2.0,0.21853788,0.6035261,0.18540953,14.479299,4,2,1.3146819
2,3,0.05,0.1,free,800,5.0,0.21194546,0.58575445,0.17552185,14.691511,4,2,1.3528199
2,3,0.05,0.1,free,1600,10.0,0.19869407,0.5489977,0.16588157,14.595864,4,2,1.4081532
2,3,0.05,0.1,free,3200,20.0,0.17569675,0.48436078,0.15716399,14.804968,4,2,1.6031382
2,3,0.05,0.1,free,8000,50.0,0.10556144,0.2872822,0.124043256,14.325877,4,2,1.4454432
2,3,0.05,0.1,free,16000,100.0,0.0,0.0,0.0,16.010122,4,2,1.4581934
2,4,0.05,0.1,free,160,1.0,0.19390938,0.5383325,0.13406758,20.615297,1,2,0.64743686
2,4,0.05,0.1,free,320,2.0,0.19132781,0.5309632,0.13469937,20.714468,1,2,0.6671083
2,4,0.05,0.1,free,800,5.0,0.1844411,0.5119657,0.12849274,20.642305,1,2,0.6852925
2,4,0.05,0.1,free,1600,10.0,0.17322724,0.48058984,0.12361745,20.662676,1,2,0.7331679
2,4,0.05,0.1,free,3200,20.0,0.15105836,0.41847014,0.11475147,21.135784,1,2,0.7830374
2,4,0.05,0.1,free,8000,50.0,0.087937914,0.24085638,0.09200671,21.164642,1,2,1.0111456
2,4,0.05,0.1,free,16000,100.0,0.0,0.0,0.0,20.75988,1,2,1.0833088
2,5,0.05,0.1,free,160,1.0,0.20234624,0.556834,0.18996336,16.034426,9,1,0.99240136
2,5,0.05,0.1,free,320,2.0,0.20074897,0.5524312,0.18852775,16.07046,9,1,0.96221876
2,5,0.05,0.1,free,800,5.0,0.19339256,0.5319227,0.18393108,16.055391,9,1,0.9885292
2,5,0.05,0.1,free,1600,10.0,0.18376899,0.5057407,0.17226653,16.237823,9,1,1.0368408
2,5,0.05,0.1,free,3200,20.0,0.16400944,0.4515146,0.15238898,16.327612,9,1,1.0240686
2,5,0.05,0.1,free,8000,50.0,0.10287029,0.28141436,0.110273,15.439413,9,1,1.1467147
2,5,0.05,0.1,free,16000,100.0,0.0,0.0,0.0,16.38308,9,1,0.91250277
2,6,0.05,0.1,free,160,1.0,0.20995978,0.57825744,0.19291519,19.184444,2,5,1.370322
2,6,0.05,0.1,free,320,2.0,0.20725232,0.5707307,0.19105703,19.201607,2,5,1.3783709
2,6,0.05,0.1,free,800,5.0,0.20056097,0.55199224,0.18766135,19.006842,2,5,1.358414
2,6,0.05,0.1,free,1600,10.0,0.18906987,0.5190523,0.18813008,19.15875,2,5,1.354221
