sample,label,mode,post_sweeps,noise_factor,noise_scale,draw,seconds,energy,energy_delta,pred,correct,reward,distance_from_base,distance_from_previous,signature
1,0,base,25.0,2.0,0.06324556,15,0.000714,-7.131547,-0.0083117485,1,false,-2.4030972,0.00625,0.00625,ea90c1b3473221eb
1,0,base,25.0,2.0,0.06324556,16,0.000704,-7.17134,-0.048104763,1,false,-2.4587352,0.0,0.0,96d96dd9801d3450
1,0,base,25.0,2.0,0.06324556,17,0.000712,-7.139939,-0.016703606,1,false,-2.427897,0.00625,0.00625,ea90c1b3473221eb
1,0,base,25.0,2.0,0.06324556,18,0.000716,-7.1584086,-0.035173416,1,false,-2.390136,0.00625,0.00625,ea90c1b3473221eb
1,0,base,25.0,2.0,0.06324556,19,0.000712,-7.141529,-0.018293858,1,false,-2.430617,0.0,0.0,96d96dd9801d3450
1,0,base,25.0,2.0,0.06324556,20,0.000704,-7.121232,0.002003193,1,false,-2.4418116,0.00625,0.00625,15a0c10345f5f6e9
1,0,base,25.0,4.0,0.12649111,1,0.0009,-7.1112237,0.012011528,1,false,-2.525683,0.0,0.0,96d96dd9801d3450
1,0,base,25.0,4.0,0.12649111,2,0.000738,-7.090227,0.0330081,1,false,-2.4433746,0.00625,0.00625,068fc15d95f28701
1,0,base,25.0,4.0,0.12649111,3,0.000705,-7.1338134,-0.0105781555,1,false,-2.4251719,0.0,0.0,96d96dd9801d3450
1,0,base,25.0,4.0,0.12649111,4,0.000712,-7.1223545,0.00088071823,1,false,-2.486864,0.0,0.0,96d96dd9801d3450
1,0,base,25.0,4.0,0.12649111,5,0.000712,-7.1362453,-0.013010025,1,false,-2.3935778,0.0,0.0,96d96dd9801d3450
1,0,base,25.0,4.0,0.12649111,6,0.000706,-7.119687,0.0035481453,1,false,-2.486362,0.0,0.0,96d96dd9801d3450
1,0,base,25.0,4.0,0.12649111,7,0.000713,-7.125496,-0.002260685,1,false,-2.3750832,0.00625,0.00625,58313b0ab259935b
1,0,base,25.0,4.0,0.12649111,8,0.000704,-7.159583,-0.036347866,1,false,-2.4003217,0.0,0.0,96d96dd9801d3450
1,0,base,25.0,4.0,0.12649111,9,0.0008,-7.1307063,-0.0074710846,1,false,-2.4947293,0.00625,0.00625,068fc15d95f28701
1,0,base,25.0,4.0,0.12649111,10,0.000734,-7.1272373,-0.0040020943,1,false,-2.4243057,0.0,0.0,96d96dd9801d3450
1,0,base,25.0,4.0,0.12649111,11,0.000705,-7.1568055,-0.03357029,1,false,-2.4354167,0.00625,0.00625,b66b0cfc73a0a9c9
1,0,base,25.0,4.0,0.12649111,12,0.000706,-7.0997896,0.023445606,1,false,-2.5450752,0.0,0.0,96d96dd9801d3450
1,0,base,25.0,4.0,0.12649111,13,0.000705,-7.1122427,0.010992527,1,false,-2.4518678,0.0125,0.0125,c1e96d297ee1094e
1,0,base,25.0,4.0,0.12649111,14,0.000719,-7.1243815,-0.0011463165,1,false,-2.457931,0.0,0.0,96d96dd9801d3450
1,0,base,25.0,4.0,0.12649111,15,0.000718,-7.129509,-0.0062737465,1,false,-2.4417722,0.0,0.0,96d96dd9801d3450
1,0,base,25.0,4.0,0.12649111,16,0.000714,-7.150953,-0.02771759,1,false,-2.300924,0.0125,0.0125,2938f48214f5c2e0
1,0,base,25.0,4.0,0.12649111,17,0.00071,-7.1473727,-0.024137497,1,false,-2.3678107,0.0125,0.0125,f60f21e052728170
1,0,base,25.0,4.0,0.12649111,18,0.00073,-7.1724825,-0.049247265,1,false,-2.4602904,0.0125,0.0125,f013b0ddd5e2f064
1,0,base,25.0,4.0,0.12649111,19,0.000707,-7.1039934,0.01924181,1,false,-2.45806,0.00625,0.00625,ea90c1b3473221eb
1,0,base,25.0,4.0,0.12649111,20,0.000714,-7.168349,-0.045113564,1,false,-2.3729978,0.01875,0.01875,ccff7bd85f2e25f1
1,0,base,50.0,0.5,0.01581139,1,0.93018,-7.1333847,-0.010149479,1,false,-2.4132926,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,0.5,0.01581139,2,0.001427,-7.1541476,-0.0309124,1,false,-2.4829903,0.00625,0.00625,b66b0cfc73a0a9c9
1,0,base,50.0,0.5,0.01581139,3,0.001451,-7.1790423,-0.055807114,1,false,-2.4332426,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,0.5,0.01581139,4,0.001419,-7.155317,-0.032081604,1,false,-2.4539557,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,0.5,0.01581139,5,0.001416,-7.143868,-0.020632744,1,false,-2.516607,0.0125,0.0125,c1e96d297ee1094e
1,0,base,50.0,0.5,0.01581139,6,0.001465,-7.1521015,-0.028866291,1,false,-2.5954733,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,0.5,0.01581139,7,0.001416,-7.1288514,-0.005616188,1,false,-2.451521,0.00625,0.00625,b66b0cfc73a0a9c9
1,0,base,50.0,0.5,0.01581139,8,0.001412,-7.1194735,0.0037617683,1,false,-2.4036677,0.0125,0.0125,f60f21e052728170
1,0,base,50.0,0.5,0.01581139,9,0.001412,-7.1667504,-0.043515205,1,false,-2.4452815,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,0.5,0.01581139,10,0.001419,-7.156252,-0.03301668,1,false,-2.5156152,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,0.5,0.01581139,11,0.001434,-7.17223,-0.04899454,1,false,-2.5297768,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,0.5,0.01581139,12,0.001442,-7.1338177,-0.010582447,1,false,-2.3306854,0.0125,0.0125,f5133fcb41644abe
1,0,base,50.0,0.5,0.01581139,13,0.00143,-7.152325,-0.029089928,1,false,-2.5442665,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,0.5,0.01581139,14,0.001421,-7.122802,0.00043344498,1,false,-2.2878096,0.01875,0.01875,83413a5ab11d6859
1,0,base,50.0,0.5,0.01581139,15,0.001404,-7.1737223,-0.05048704,1,false,-2.4860168,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,0.5,0.01581139,16,0.001402,-7.173656,-0.05042076,1,false,-2.5076754,0.00625,0.00625,15a0c10345f5f6e9
1,0,base,50.0,0.5,0.01581139,17,0.001403,-7.1374273,-0.014192104,1,false,-2.5027525,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,0.5,0.01581139,18,0.001408,-7.1302752,-0.007040024,1,false,-2.43447,0.01875,0.01875,49c675ba19876f0b
1,0,base,50.0,0.5,0.01581139,19,0.001411,-7.15882,-0.035584927,1,false,-2.4163623,0.0125,0.0125,62b3b922ac8bbc2e
1,0,base,50.0,0.5,0.01581139,20,0.001414,-7.1535025,-0.030267239,1,false,-2.5390632,0.00625,0.00625,ee68b6f9ae88575d
1,0,base,50.0,1.0,0.03162278,1,0.001584,-7.1674595,-0.044224262,1,false,-2.364966,0.0125,0.0125,5448f3d213b997de
1,0,base,50.0,1.0,0.03162278,2,0.001412,-7.177356,-0.05412054,1,false,-2.478521,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,1.0,0.03162278,3,0.001408,-7.121109,0.002126217,1,false,-2.490163,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,1.0,0.03162278,4,0.001402,-7.1922736,-0.06903839,1,false,-2.3835795,0.0125,0.0125,2d10e9c87c4bf852
1,0,base,50.0,1.0,0.03162278,5,0.001401,-7.186211,-0.06297588,1,false,-2.522205,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,1.0,0.03162278,6,0.001405,-7.1497974,-0.026562214,1,false,-2.4551563,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,1.0,0.03162278,7,0.001413,-7.1809826,-0.057747364,1,false,-2.4181304,0.00625,0.00625,58313b0ab259935b
1,0,base,50.0,1.0,0.03162278,8,0.001408,-7.1252275,-0.0019922256,1,false,-2.4048522,0.0125,0.0125,f60f21e052728170
1,0,base,50.0,1.0,0.03162278,9,0.001417,-7.175321,-0.052085876,1,false,-2.4584036,0.00625,0.00625,ea90c1b3473221eb
1,0,base,50.0,1.0,0.03162278,10,0.001419,-7.136609,-0.013373852,1,false,-2.5249143,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,1.0,0.03162278,11,0.001408,-7.1596217,-0.03638649,1,false,-2.4489818,0.0125,0.0125,6fa163cfe8af94c4
1,0,base,50.0,1.0,0.03162278,12,0.001401,-7.189153,-0.06591797,1,false,-2.375047,0.0125,0.0125,5448f3d213b997de
1,0,base,50.0,1.0,0.03162278,13,0.001411,-7.0925136,0.030721664,1,false,-2.4334655,0.00625,0.00625,b66b0cfc73a0a9c9
1,0,base,50.0,1.0,0.03162278,14,0.001408,-7.1491003,-0.025865078,1,false,-2.3870986,0.00625,0.00625,15a0c10345f5f6e9
1,0,base,50.0,1.0,0.03162278,15,0.001401,-7.1899347,-0.066699505,1,false,-2.3452153,0.0125,0.0125,2938f48214f5c2e0
1,0,base,50.0,1.0,0.03162278,16,0.001398,-7.131085,-0.007849693,1,false,-2.4146733,0.0125,0.0125,62b3b922ac8bbc2e
1,0,base,50.0,1.0,0.03162278,17,0.001412,-7.176202,-0.052966595,1,false,-2.3866386,0.00625,0.00625,58313b0ab259935b
1,0,base,50.0,1.0,0.03162278,18,0.001412,-7.145811,-0.022575855,1,false,-2.443977,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,1.0,0.03162278,19,0.001405,-7.1568446,-0.03360939,1,false,-2.3565128,0.00625,0.00625,58313b0ab259935b
1,0,base,50.0,1.0,0.03162278,20,0.001416,-7.163972,-0.040736675,1,false,-2.4694352,0.00625,0.00625,b66b0cfc73a0a9c9
1,0,base,50.0,2.0,0.06324556,1,0.00141,-7.1667666,-0.043531418,1,false,-2.419998,0.00625,0.00625,b66b0cfc73a0a9c9
1,0,base,50.0,2.0,0.06324556,2,0.00141,-7.1847596,-0.06152439,1,false,-2.4024718,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,2.0,0.06324556,3,0.00141,-7.15742,-0.034184933,1,false,-2.5120711,0.00625,0.00625,15a0c10345f5f6e9
1,0,base,50.0,2.0,0.06324556,4,0.001416,-7.1538005,-0.030565262,1,false,-2.3320818,0.00625,0.00625,58313b0ab259935b
1,0,base,50.0,2.0,0.06324556,5,0.001425,-7.160445,-0.037209988,1,false,-2.4783065,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,2.0,0.06324556,6,0.00143,-7.146377,-0.023141861,1,false,-2.403175,0.0125,0.0125,c1e96d297ee1094e
1,0,base,50.0,2.0,0.06324556,7,0.001424,-7.1485486,-0.025313377,1,false,-2.4005857,0.00625,0.00625,15a0c10345f5f6e9
1,0,base,50.0,2.0,0.06324556,8,0.001409,-7.176365,-0.053129673,1,false,-2.5166726,0.0125,0.0125,62b3b922ac8bbc2e
1,0,base,50.0,2.0,0.06324556,9,0.001415,-7.133492,-0.010256767,1,false,-2.3440824,0.01875,0.01875,83413a5ab11d6859
1,0,base,50.0,2.0,0.06324556,10,0.001407,-7.158395,-0.035159588,1,false,-2.4831276,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,2.0,0.06324556,11,0.001417,-7.170321,-0.047085762,1,false,-2.4566712,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,2.0,0.06324556,12,0.001415,-7.143137,-0.019901752,1,false,-2.5534413,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,2.0,0.06324556,13,0.001411,-7.132383,-0.009147644,1,false,-2.4488926,0.00625,0.00625,15a0c10345f5f6e9
1,0,base,50.0,2.0,0.06324556,14,0.001416,-7.1452804,-0.022045135,1,false,-2.442944,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,2.0,0.06324556,15,0.001409,-7.162482,-0.03924656,1,false,-2.5417953,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,2.0,0.06324556,16,0.001406,-7.1765327,-0.05329752,1,false,-2.4191852,0.01875,0.01875,49c675ba19876f0b
1,0,base,50.0,2.0,0.06324556,17,0.001398,-7.1589017,-0.035666466,1,false,-2.4267845,0.00625,0.00625,ea90c1b3473221eb
1,0,base,50.0,2.0,0.06324556,18,0.0014,-7.1623225,-0.039087296,1,false,-2.4336462,0.0125,0.0125,c1e96d297ee1094e
1,0,base,50.0,2.0,0.06324556,19,0.001423,-7.1032624,0.019972801,1,false,-2.3724506,0.01875,0.01875,83413a5ab11d6859
1,0,base,50.0,2.0,0.06324556,20,0.001418,-7.1343403,-0.011105061,1,false,-2.4172926,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,4.0,0.12649111,1,0.001618,-7.168138,-0.0449028,1,false,-2.4422567,0.00625,0.00625,15a0c10345f5f6e9
1,0,base,50.0,4.0,0.12649111,2,0.001613,-7.13209,-0.008854866,1,false,-2.4572837,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,4.0,0.12649111,3,0.001401,-7.1432757,-0.020040512,1,false,-2.5793214,0.00625,0.00625,15a0c10345f5f6e9
1,0,base,50.0,4.0,0.12649111,4,0.001398,-7.1551366,-0.03190136,1,false,-2.3364453,0.0125,0.0125,2938f48214f5c2e0
1,0,base,50.0,4.0,0.12649111,5,0.00139,-7.157429,-0.034193993,1,false,-2.4821982,0.0125,0.0125,c503b18dd71f1b66
1,0,base,50.0,4.0,0.12649111,6,0.001406,-7.136301,-0.013065815,1,false,-2.4257689,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,4.0,0.12649111,7,0.001397,-7.1879053,-0.064670086,1,false,-2.4234548,0.0125,0.0125,f60f21e052728170
1,0,base,50.0,4.0,0.12649111,8,0.001414,-7.1210966,0.0021386147,1,false,-2.4432607,0.00625,0.00625,ea90c1b3473221eb
1,0,base,50.0,4.0,0.12649111,9,0.001415,-7.1297283,-0.0064930916,1,false,-2.448354,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,4.0,0.12649111,10,0.001414,-7.130411,-0.0071759224,1,false,-2.4714065,0.00625,0.00625,ea90c1b3473221eb
1,0,base,50.0,4.0,0.12649111,11,0.001406,-7.17668,-0.053444862,1,false,-2.4128094,0.0125,0.0125,c1e96d297ee1094e
1,0,base,50.0,4.0,0.12649111,12,0.001396,-7.153889,-0.030653954,1,false,-2.4762557,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,4.0,0.12649111,13,0.001412,-7.1798477,-0.05661249,1,false,-2.498443,0.0125,0.0125,c1e96d297ee1094e
1,0,base,50.0,4.0,0.12649111,14,0.001453,-7.1475697,-0.02433443,1,false,-2.4295592,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,4.0,0.12649111,15,0.001418,-7.17967,-0.05643463,1,false,-2.486185,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,4.0,0.12649111,16,0.001406,-7.1748767,-0.051641464,1,false,-2.4600434,0.00625,0.00625,b66b0cfc73a0a9c9
1,0,base,50.0,4.0,0.12649111,17,0.00142,-7.1844053,-0.0611701,1,false,-2.4196239,0.00625,0.00625,15a0c10345f5f6e9
1,0,base,50.0,4.0,0.12649111,18,0.001396,-7.182416,-0.059180737,1,false,-2.4810529,0.0125,0.0125,6fa163cfe8af94c4
1,0,base,50.0,4.0,0.12649111,19,0.001407,-7.148057,-0.024821758,1,false,-2.4449902,0.0,0.0,96d96dd9801d3450
1,0,base,50.0,4.0,0.12649111,20,0.001411,-7.1760597,-0.052824497,1,false,-2.4674706,0.0,0.0,96d96dd9801d3450
1,0,base,100.0,0.5,0.01581139,1,0.954495,-7.177933,-0.05469799,1,false,-2.4376936,0.01875,0.01875,49c675ba19876f0b
1,0,base,100.0,0.5,0.01581139,2,0.002838,-7.2159925,-0.092757225,1,false,-2.4391813,0.00625,0.00625,15a0c10345f5f6e9
1,0,base,100.0,0.5,0.01581139,3,0.002974,-7.1491675,-0.025932312,1,false,-2.450712,0.00625,0.00625,b66b0cfc73a0a9c9
1,0,base,100.0,0.5,0.01581139,4,0.0029,-7.152499,-0.029263973,1,false,-2.5098462,0.00625,0.00625,ea90c1b3473221eb
1,0,base,100.0,0.5,0.01581139,5,0.002834,-7.1797357,-0.056500435,1,false,-2.499914,0.0,0.0,96d96dd9801d3450
1,0,base,100.0,0.5,0.01581139,6,0.002832,-7.189018,-0.06578255,1,false,-2.538563,0.0,0.0,96d96dd9801d3450
1,0,base,100.0,0.5,0.01581139,7,0.003014,-7.135291,-0.012055874,1,false,-2.4332356,0.00625,0.00625,b66b0cfc73a0a9c9
1,0,base,100.0,0.5,0.01581139,8,0.003098,-7.1831474,-0.059912205,1,false,-2.3597608,0.0125,0.0125,2938f48214f5c2e0
1,0,base,100.0,0.5,0.01581139,9,0.002947,-7.224105,-0.100869656,1,false,-2.4375937,0.01875,0.01875,8f3302f2dc330a3d
1,0,base,100.0,0.5,0.01581139,10,0.002829,-7.18869,-0.06545496,1,false,-2.391447,0.025,0.025,0200ea787d882354
1,0,base,100.0,0.5,0.01581139,11,0.00284,-7.1945577,-0.07132244,1,false,-2.5496638,0.0125,0.0125,c1e96d297ee1094e
1,0,base,100.0,0.5,0.01581139,12,0.002841,-7.186791,-0.06355572,1,false,-2.372024,0.025,0.025,886ea888e74b1000
1,0,base,100.0,0.5,0.01581139,13,0.002844,-7.151457,-0.028221607,1,false,-2.3763177,0.0125,0.0125,2938f48214f5c2e0
1,0,base,100.0,0.5,0.01581139,14,0.002844,-7.213083,-0.089847565,1,false,-2.405168,0.025,0.025,61369e7f4fdd7074
1,0,base,100.0,0.5,0.01581139,15,0.002848,-7.1525664,-0.029331207,1,false,-2.5801976,0.01875,0.01875,228e6bb08219cf7f
1,0,base,100.0,0.5,0.01581139,16,0.003393,-7.1699743,-0.0467391,1,false,-2.3499982,0.0125,0.0125,2938f48214f5c2e0
1,0,base,100.0,0.5,0.01581139,17,0.003808,-7.1730494,-0.049814224,1,false,-2.5443134,0.0,0.0,96d96dd9801d3450
1,0,base,100.0,0.5,0.01581139,18,0.002836,-7.1865773,-0.063342094,1,false,-2.4976423,0.01875,0.01875,c358b7a9afc4825f
1,0,base,100.0,0.5,0.01581139,19,0.002839,-7.1638227,-0.040587425,1,false,-2.424249,0.00625,0.00625,15a0c10345f5f6e9
1,0,base,100.0,0.5,0.01581139,20,0.002841,-7.198458,-0.07522297,1,false,-2.51844,0.00625,0.00625,ee68b6f9ae88575d
1,0,base,100.0,1.0,0.03162278,1,0.003074,-7.1915817,-0.0683465,1,false,-2.510882,0.00625,0.00625,b66b0cfc73a0a9c9
1,0,base,100.0,1.0,0.03162278,2,0.003023,-7.17612,-0.05288458,1,false,-2.410179,0.0125,0.0125,5448f3d213b997de
1,0,base,100.0,1.0,0.03162278,3,0.002829,-7.1619244,-0.038689137,1,false,-2.3664951,0.025,0.025,886ea888e74b1000
1,0,base,100.0,1.0,0.03162278,4,0.002819,-7.1524487,-0.029213428,1,false,-2.3580809,0.01875,0.01875,240b8653dec81b39
1,0,base,100.0,1.0,0.03162278,5,0.002833,-7.15666,-0.033424854,1,false,-2.4545035,0.0125,0.0125,c503b18dd71f1b66
1,0,base,100.0,1.0,0.03162278,6,0.002837,-7.168848,-0.045612812,1,false,-2.472422,0.00625,0.00625,b66b0cfc73a0a9c9
1,0,base,100.0,1.0,0.03162278,7,0.002945,-7.1330814,-0.0098462105,1,false,-2.3357952,0.01875,0.01875,83413a5ab11d6859
1,0,base,100.0,1.0,0.03162278,8,0.002852,-7.1422415,-0.019006252,1,false,-2.5461118,0.0125,0.0125,62b3b922ac8bbc2e
1,0,base,100.0,1.0,0.03162278,9,0.002864,-7.18995,-0.06671476,1,false,-2.29068,0.01875,0.01875,83413a5ab11d6859
1,0,base,100.0,1.0,0.03162278,10,0.002864,-7.1710525,-0.04781723,1,false,-2.5561285,0.0125,0.0125,6fa163cfe8af94c4
1,0,base,100.0,1.0,0.03162278,11,0.00283,-7.1351423,-0.011907101,1,false,-2.4711955,0.0,0.0,96d96dd9801d3450
