sample,label,mode,post_max_sweeps,noise_factor,noise_scale,draw,seconds,checks,sweeps,equilibrated,mean_abs_delta,threshold,energy,energy_delta,pred,correct,reward,distance_from_base,distance_from_previous,signature
1,0,base,25.0,2.0,0.06324556,4,0.000988,25,25.0,false,0.016517699,0.0013140797,-6.754871,-0.12239647,7,false,-2.0786166,0.0125,0.0125,65b5c6202d3afa27
1,0,base,25.0,2.0,0.06324556,5,0.000965,25,25.0,false,0.023762167,0.0011679024,-6.780787,-0.14831257,7,false,-2.1666546,0.00625,0.00625,c7136ea464a50f50
1,0,base,25.0,2.0,0.06324556,6,0.000962,25,25.0,false,0.018037736,0.0008575708,-6.7603297,-0.1278553,7,false,-2.0433137,0.00625,0.00625,c7136ea464a50f50
1,0,base,25.0,2.0,0.06324556,7,0.000967,25,25.0,false,0.033298433,0.0010151893,-6.7915072,-0.15903282,7,false,-2.1739407,0.01875,0.01875,c2da297c0d730d74
1,0,base,25.0,2.0,0.06324556,8,0.000953,25,25.0,false,0.027771175,0.0014665157,-6.753481,-0.12100649,7,false,-2.0984645,0.00625,0.00625,c7136ea464a50f50
1,0,base,25.0,2.0,0.06324556,9,0.000963,25,25.0,false,0.012949228,0.0014159828,-6.792034,-0.15955973,7,false,-2.1046915,0.0125,0.0125,68b1c70912e47c0d
1,0,base,25.0,2.0,0.06324556,10,0.000964,25,25.0,false,0.02191788,0.0009135664,-6.8000317,-0.16755724,7,false,-2.1561208,0.01875,0.01875,f351fd56af25a802
1,0,base,25.0,2.0,0.06324556,11,0.000964,25,25.0,false,0.015554726,0.0014371098,-6.760955,-0.12848043,7,false,-2.0931513,0.0125,0.0125,68b1c70912e47c0d
1,0,base,25.0,2.0,0.06324556,12,0.00096,25,25.0,false,0.029265285,0.0014915913,-6.746256,-0.11378145,7,false,-2.2518198,0.0125,0.0125,a04765af496962c9
1,0,base,25.0,2.0,0.06324556,13,0.000954,25,25.0,false,0.009797871,0.0010078549,-6.7706823,-0.13820791,7,false,-2.0758274,0.00625,0.00625,c7136ea464a50f50
1,0,base,25.0,2.0,0.06324556,14,0.000963,25,25.0,false,0.023528457,0.0013376832,-6.783176,-0.15070152,7,false,-2.0376685,0.025,0.025,7408d6fcfee8ca17
1,0,base,25.0,2.0,0.06324556,15,0.00096,25,25.0,false,0.016242087,0.0012543887,-6.816654,-0.18417978,7,false,-2.1326427,0.0125,0.0125,720cc1beeb41c493
1,0,base,25.0,2.0,0.06324556,16,0.001035,25,25.0,false,0.026860893,0.0014389843,-6.777095,-0.14462042,7,false,-2.048529,0.0125,0.0125,68b1c70912e47c0d
1,0,base,25.0,2.0,0.06324556,17,0.000965,25,25.0,false,0.016814232,0.0012128412,-6.774162,-0.1416874,7,false,-2.0845294,0.0125,0.0125,a04765af496962c9
1,0,base,25.0,2.0,0.06324556,18,0.000957,25,25.0,false,0.018690586,0.0015119612,-6.7291193,-0.09664488,7,false,-2.127512,0.00625,0.00625,c7136ea464a50f50
1,0,base,25.0,2.0,0.06324556,19,0.000988,25,25.0,false,0.018868089,0.00064572395,-6.778622,-0.14614773,7,false,-2.101726,0.01875,0.01875,f351fd56af25a802
1,0,base,25.0,2.0,0.06324556,20,0.000987,25,25.0,false,0.013528526,0.0012825609,-6.7551403,-0.12266588,7,false,-2.1697905,0.01875,0.01875,01a50e3380d377f2
1,0,base,25.0,4.0,0.12649111,1,0.00097,25,25.0,false,0.023041666,0.0012242318,-6.7524786,-0.12000418,7,false,-2.2905686,0.01875,0.01875,c2da297c0d730d74
1,0,base,25.0,4.0,0.12649111,2,0.000958,25,25.0,false,0.018662632,0.0016878903,-6.731644,-0.09916973,7,false,-2.200015,0.00625,0.00625,c7136ea464a50f50
1,0,base,25.0,4.0,0.12649111,3,0.00104,25,25.0,false,0.020581543,0.002226183,-6.7617745,-0.12930012,7,false,-2.091807,0.01875,0.01875,db2a074cb37ab616
1,0,base,25.0,4.0,0.12649111,4,0.000962,25,25.0,false,0.01675564,0.0025633096,-6.78569,-0.15321541,7,false,-2.1343958,0.0125,0.0125,a04765af496962c9
1,0,base,25.0,4.0,0.12649111,5,0.001006,25,25.0,false,0.014461815,0.0020345182,-6.7732162,-0.14074183,7,false,-2.0660784,0.00625,0.00625,c7136ea464a50f50
1,0,base,25.0,4.0,0.12649111,6,0.001031,25,25.0,false,0.022318661,0.0027896762,-6.7705617,-0.13808727,7,false,-2.0691195,0.01875,0.01875,f54e1294c2ccad86
1,0,base,25.0,4.0,0.12649111,7,0.000981,25,25.0,false,0.027257979,0.002471173,-6.7164445,-0.08397007,7,false,-2.0078437,0.01875,0.01875,9791554722861c34
1,0,base,25.0,4.0,0.12649111,8,0.000984,25,25.0,false,0.020684958,0.0020614446,-6.7731786,-0.14070415,7,false,-2.1684322,0.0125,0.0125,a04765af496962c9
1,0,base,25.0,4.0,0.12649111,9,0.00096,25,25.0,false,0.020308852,0.0020145506,-6.7373004,-0.10482597,7,false,-2.0011759,0.0125,0.0125,65b5c6202d3afa27
1,0,base,25.0,4.0,0.12649111,10,0.00097,25,25.0,false,0.013439894,0.002729088,-6.777347,-0.14487267,7,false,-2.1680303,0.0125,0.0125,2bca44f4e770ccdd
1,0,base,25.0,4.0,0.12649111,11,0.000979,25,25.0,false,0.022185326,0.0015922338,-6.836424,-0.20394945,7,false,-2.1492558,0.025,0.025,533188fc59cc949d
1,0,base,25.0,4.0,0.12649111,12,0.000954,25,25.0,false,0.02474904,0.002695918,-6.7688437,-0.13636923,7,false,-2.1474645,0.01875,0.01875,acef635c555317e0
1,0,base,25.0,4.0,0.12649111,13,0.000967,25,25.0,false,0.02034998,0.0020708353,-6.710203,-0.07772875,7,false,-2.186919,0.00625,0.00625,c7136ea464a50f50
1,0,base,25.0,4.0,0.12649111,14,0.000962,25,25.0,false,0.024284363,0.0018875897,-6.778383,-0.14590836,7,false,-2.0577297,0.01875,0.01875,fea90d4a9b29f60c
1,0,base,25.0,4.0,0.12649111,15,0.000966,25,25.0,false,0.019251049,0.0010764778,-6.7487082,-0.116233826,7,false,-2.2494435,0.0125,0.0125,a04765af496962c9
1,0,base,25.0,4.0,0.12649111,16,0.000952,25,25.0,false,0.019286275,0.0023817748,-6.792452,-0.15997744,7,false,-2.2610083,0.01875,0.01875,1115406b8bbf4206
1,0,base,25.0,4.0,0.12649111,17,0.000994,25,25.0,false,0.01792264,0.0019020736,-6.792164,-0.15968943,7,false,-1.9905808,0.0125,0.0125,a04765af496962c9
1,0,base,25.0,4.0,0.12649111,18,0.000979,25,25.0,false,0.01310432,0.002704835,-6.7338095,-0.10133505,7,false,-2.050639,0.0125,0.0125,68b1c70912e47c0d
1,0,base,25.0,4.0,0.12649111,19,0.000955,25,25.0,false,0.01475358,0.0021981806,-6.7893286,-0.15685415,7,false,-2.0009184,0.0125,0.0125,8c30cd06fa93bc03
1,0,base,25.0,4.0,0.12649111,20,0.000976,25,25.0,false,0.031093717,0.002044934,-6.7477584,-0.115283966,7,false,-2.2277217,0.01875,0.01875,a09867bd974c4d74
1,0,base,50.0,0.5,0.01581139,1,0.002214,50,50.0,false,0.013548434,0.0008895546,-6.904358,-0.2718835,7,false,-2.0737906,0.01875,0.01875,b1933097ab8d27e0
1,0,base,50.0,0.5,0.01581139,2,0.001907,50,50.0,false,0.011849046,0.00083512964,-6.8539824,-0.22150803,7,false,-2.1912775,0.01875,0.01875,acef635c555317e0
1,0,base,50.0,0.5,0.01581139,3,0.002055,50,50.0,false,0.02260983,0.000659591,-6.886075,-0.2536006,7,false,-2.165205,0.01875,0.01875,d26a7e9850a95d5a
1,0,base,50.0,0.5,0.01581139,4,0.001939,50,50.0,false,0.022393048,0.00082401634,-6.9092836,-0.27680922,7,false,-2.1059334,0.01875,0.01875,b1933097ab8d27e0
1,0,base,50.0,0.5,0.01581139,5,0.001944,50,50.0,false,0.025964618,0.0007186979,-6.8726945,-0.24022007,7,false,-2.0128183,0.0125,0.0125,a04765af496962c9
1,0,base,50.0,0.5,0.01581139,6,0.001924,50,50.0,false,0.016010165,0.0013773174,-6.9114084,-0.278934,7,false,-2.143056,0.025,0.025,7408d6fcfee8ca17
1,0,base,50.0,0.5,0.01581139,7,0.001935,50,50.0,false,0.02204734,0.000850758,-6.8775625,-0.2450881,7,false,-2.0672119,0.01875,0.01875,b1933097ab8d27e0
1,0,base,50.0,0.5,0.01581139,8,0.001932,50,50.0,false,0.013037503,0.0006139606,-6.8959427,-0.26346827,7,false,-2.2055242,0.0125,0.0125,a04765af496962c9
1,0,base,50.0,0.5,0.01581139,9,0.001931,50,50.0,false,0.013593078,0.0010714441,-6.8976707,-0.26519632,7,false,-2.1905978,0.01875,0.01875,fea90d4a9b29f60c
1,0,base,50.0,0.5,0.01581139,10,0.001927,50,50.0,false,0.0121846795,0.0012897432,-6.8522487,-0.21977425,7,false,-2.1271863,0.01875,0.01875,b1933097ab8d27e0
1,0,base,50.0,0.5,0.01581139,11,0.001922,50,50.0,false,0.014061153,0.00076682866,-6.9185867,-0.2861123,7,false,-2.0713809,0.01875,0.01875,d26a7e9850a95d5a
1,0,base,50.0,0.5,0.01581139,12,0.001946,50,50.0,false,0.02079463,0.00047455728,-6.899714,-0.26723957,7,false,-2.0696442,0.025,0.025,7f7017aea44d2d4f
1,0,base,50.0,0.5,0.01581139,13,0.001936,50,50.0,false,0.009602249,0.0013116241,-6.935633,-0.30315876,7,false,-2.1229742,0.025,0.025,7f7017aea44d2d4f
1,0,base,50.0,0.5,0.01581139,14,0.001916,50,50.0,false,0.014288843,0.0014144004,-6.855746,-0.22327137,7,false,-2.1557248,0.025,0.025,c3c66bad3118a2bf
1,0,base,50.0,0.5,0.01581139,15,0.001932,50,50.0,false,0.019021451,0.00097031594,-6.8565693,-0.22409487,7,false,-2.150503,0.025,0.025,a480aad7a09b64a5
1,0,base,50.0,0.5,0.01581139,16,0.001947,50,50.0,false,0.0131287575,0.0009744346,-6.8967276,-0.26425314,7,false,-2.0740345,0.01875,0.01875,db2a074cb37ab616
1,0,base,50.0,0.5,0.01581139,17,0.001953,50,50.0,false,0.014039516,0.00088880066,-6.8194175,-0.18694305,7,false,-2.064107,0.01875,0.01875,b1933097ab8d27e0
1,0,base,50.0,0.5,0.01581139,18,0.001916,50,50.0,false,0.026298821,0.00090339186,-6.8406777,-0.20820332,7,false,-2.09271,0.025,0.025,533188fc59cc949d
1,0,base,50.0,0.5,0.01581139,19,0.001923,50,50.0,false,0.0111653805,0.0010966957,-6.927211,-0.2947364,7,false,-2.1434972,0.025,0.025,495626db0f6e0375
1,0,base,50.0,0.5,0.01581139,20,0.001927,50,50.0,false,0.021054387,0.000945732,-6.857367,-0.22489262,7,false,-2.1306524,0.01875,0.01875,14294b575441dd7c
1,0,base,50.0,1.0,0.03162278,1,0.002026,50,50.0,false,0.021267295,0.00094057026,-6.888411,-0.25593662,7,false,-2.15224,0.03125,0.03125,8e142a99c3dde7ea
1,0,base,50.0,1.0,0.03162278,2,0.001943,50,50.0,false,0.021302283,0.0015117883,-6.8865466,-0.2540722,7,false,-2.0045745,0.01875,0.01875,b4a73b83740fc356
1,0,base,50.0,1.0,0.03162278,3,0.001938,50,50.0,false,0.01945728,0.0015846968,-6.8708706,-0.23839617,7,false,-2.0176082,0.0125,0.0125,a04765af496962c9
1,0,base,50.0,1.0,0.03162278,4,0.001949,50,50.0,false,0.013994515,0.0010388851,-6.896845,-0.26437044,7,false,-2.2334137,0.025,0.025,a34366982f12e4af
1,0,base,50.0,1.0,0.03162278,5,0.001966,50,50.0,false,0.015331149,0.0011799515,-6.887484,-0.25500965,7,false,-2.1383896,0.01875,0.01875,14294b575441dd7c
1,0,base,50.0,1.0,0.03162278,6,0.001945,50,50.0,false,0.01350522,0.00096571445,-6.8896794,-0.257205,7,false,-2.1977017,0.0125,0.0125,94f055bb5d6514bf
1,0,base,50.0,1.0,0.03162278,7,0.001945,50,50.0,false,0.022833109,0.00087032915,-6.926689,-0.29421473,7,false,-2.0800834,0.025,0.025,7f7017aea44d2d4f
1,0,base,50.0,1.0,0.03162278,8,0.001929,50,50.0,false,0.015744984,0.0007142842,-6.921291,-0.28881645,7,false,-2.061555,0.0125,0.0125,a04765af496962c9
1,0,base,50.0,1.0,0.03162278,9,0.002033,50,50.0,false,0.019287884,0.0012627125,-6.9009843,-0.26850986,7,false,-2.0038192,0.01875,0.01875,fea90d4a9b29f60c
1,0,base,50.0,1.0,0.03162278,10,0.001936,50,50.0,false,0.018861473,0.0010116369,-6.874581,-0.24210644,7,false,-2.0636947,0.025,0.025,cf81f54a79937d61
1,0,base,50.0,1.0,0.03162278,11,0.001946,50,50.0,false,0.011775613,0.0012100845,-6.8455977,-0.21312332,7,false,-2.0984397,0.025,0.025,96ec6af9710c1a43
1,0,base,50.0,1.0,0.03162278,12,0.001941,50,50.0,false,0.01665032,0.0010175913,-6.833064,-0.20058966,7,false,-2.1467698,0.025,0.025,79c499e609fe7009
1,0,base,50.0,1.0,0.03162278,13,0.001937,50,50.0,false,0.012162387,0.0015310645,-6.86298,-0.23050547,7,false,-2.098125,0.025,0.025,e40247ac60a8e86f
1,0,base,50.0,1.0,0.03162278,14,0.001943,50,50.0,false,0.019013107,0.00069780945,-6.8561196,-0.22364521,7,false,-2.0919702,0.0125,0.0125,a04765af496962c9
1,0,base,50.0,1.0,0.03162278,15,0.001969,50,50.0,false,0.01678574,0.00094006956,-6.9297495,-0.29727507,7,false,-2.1929624,0.0125,0.0125,a04765af496962c9
1,0,base,50.0,1.0,0.03162278,16,0.001996,50,50.0,false,0.026686132,0.00093889836,-6.857929,-0.2254548,7,false,-2.0659363,0.01875,0.01875,14294b575441dd7c
1,0,base,50.0,1.0,0.03162278,17,0.0019,50,50.0,false,0.011669159,0.0016300529,-6.9007535,-0.26827908,7,false,-2.1708238,0.03125,0.03125,d3f65d28abaf2f6a
1,0,base,50.0,1.0,0.03162278,18,0.001902,50,50.0,false,0.017173171,0.001131767,-6.90249,-0.27001572,7,false,-2.1055138,0.0125,0.0125,a04765af496962c9
1,0,base,50.0,1.0,0.03162278,19,0.0019,50,50.0,false,0.02118808,0.0009621442,-6.883356,-0.25088167,7,false,-2.179962,0.01875,0.01875,d26a7e9850a95d5a
1,0,base,50.0,1.0,0.03162278,20,0.001902,50,50.0,false,0.022892892,0.0010678768,-6.920409,-0.28793478,7,false,-2.059176,0.025,0.025,c32af9abbb8cb2f5
1,0,base,50.0,2.0,0.06324556,1,0.001906,50,50.0,false,0.0100210905,0.001220134,-6.902957,-0.27048254,7,false,-2.0859072,0.025,0.025,76b08efa417bd493
1,0,base,50.0,2.0,0.06324556,2,0.00196,50,50.0,false,0.016791046,0.0010976642,-6.918678,-0.28620338,7,false,-2.0155993,0.01875,0.01875,fea90d4a9b29f60c
1,0,base,50.0,2.0,0.06324556,3,0.001911,50,50.0,false,0.026543736,0.0015605598,-6.9115176,-0.2790432,7,false,-2.1528783,0.025,0.025,c32af9abbb8cb2f5
1,0,base,50.0,2.0,0.06324556,4,0.00193,50,50.0,false,0.020856261,0.0015107036,-6.9343667,-0.30189228,7,false,-2.083253,0.01875,0.01875,d26a7e9850a95d5a
1,0,base,50.0,2.0,0.06324556,5,0.001911,50,50.0,false,0.02844441,0.0012996405,-6.7924895,-0.1600151,7,false,-2.228037,0.0125,0.0125,a04765af496962c9
1,0,base,50.0,2.0,0.06324556,6,0.001917,50,50.0,false,0.0125463605,0.0012298942,-6.9283137,-0.2958393,7,false,-2.0483096,0.01875,0.01875,fea90d4a9b29f60c
1,0,base,50.0,2.0,0.06324556,7,0.001925,50,50.0,false,0.015397906,0.0011981189,-6.9135203,-0.2810459,7,false,-2.0597174,0.0375,0.0375,cd065bcd05eb441d
1,0,base,50.0,2.0,0.06324556,8,0.00192,50,50.0,false,0.011948049,0.00075953006,-6.834098,-0.20162344,7,false,-2.1980495,0.03125,0.03125,0a6496e7e3a4d0ae
1,0,base,50.0,2.0,0.06324556,9,0.001912,50,50.0,false,0.017474592,0.000946039,-6.876005,-0.24353075,7,false,-2.2408776,0.025,0.025,533188fc59cc949d
1,0,base,50.0,2.0,0.06324556,10,0.00191,50,50.0,false,0.025839984,0.0014178396,-6.9200172,-0.28754282,7,false,-2.0519814,0.01875,0.01875,b1933097ab8d27e0
1,0,base,50.0,2.0,0.06324556,11,0.001912,50,50.0,false,0.025446177,0.0011890531,-6.8701997,-0.23772526,7,false,-2.1003091,0.01875,0.01875,fea90d4a9b29f60c
1,0,base,50.0,2.0,0.06324556,12,0.001912,50,50.0,false,0.0133241415,0.0011954904,-6.867782,-0.2353077,7,false,-2.1313417,0.0125,0.0125,a04765af496962c9
1,0,base,50.0,2.0,0.06324556,13,0.001906,50,50.0,false,0.013994873,0.001042971,-6.8978777,-0.26540327,7,false,-2.117137,0.03125,0.03125,64955de79ec97344
1,0,base,50.0,2.0,0.06324556,14,0.001911,50,50.0,false,0.015221238,0.0015036613,-6.864494,-0.23201942,7,false,-2.189944,0.01875,0.01875,fea90d4a9b29f60c
1,0,base,50.0,2.0,0.06324556,15,0.001916,50,50.0,false,0.010515034,0.0014664739,-6.907919,-0.2754445,7,false,-2.0081978,0.01875,0.01875,d26a7e9850a95d5a
1,0,base,50.0,2.0,0.06324556,16,0.00191,50,50.0,false,0.019163191,0.00090565684,-6.918917,-0.28644276,7,false,-2.1125681,0.01875,0.01875,d26a7e9850a95d5a
1,0,base,50.0,2.0,0.06324556,17,0.001911,50,50.0,false,0.019274592,0.0014259964,-6.938295,-0.30582047,7,false,-2.061166,0.01875,0.01875,d26a7e9850a95d5a
1,0,base,50.0,2.0,0.06324556,18,0.001896,50,50.0,false,0.017146885,0.0014400929,-6.8686314,-0.23615694,7,false,-2.189793,0.01875,0.01875,b4a73b83740fc356
1,0,base,50.0,2.0,0.06324556,19,0.001939,50,50.0,false,0.01788795,0.0010368079,-6.8732224,-0.24074793,7,false,-2.0469751,0.01875,0.01875,a39468a67cf5cf5a
1,0,base,50.0,2.0,0.06324556,20,0.00193,50,50.0,false,0.015499055,0.0010163069,-6.8615737,-0.22909927,7,false,-2.1397378,0.01875,0.01875,b1933097ab8d27e0
1,0,base,50.0,4.0,0.12649111,1,0.001923,50,50.0,false,0.022801936,0.0019049615,-6.8289456,-0.19647121,7,false,-2.073601,0.025,0.025,7408d6fcfee8ca17
1,0,base,50.0,4.0,0.12649111,2,0.00191,50,50.0,false,0.010522068,0.0014499724,-6.8806033,-0.24812889,7,false,-2.1676888,0.01875,0.01875,fea90d4a9b29f60c
1,0,base,50.0,4.0,0.12649111,3,0.001908,50,50.0,false,0.01684767,0.0019513905,-6.8976464,-0.265172,7,false,-2.0814235,0.025,0.025,533188fc59cc949d
1,0,base,50.0,4.0,0.12649111,4,0.001915,50,50.0,false,0.035141587,0.0022806884,-6.8822355,-0.2497611,7,false,-2.1897683,0.025,0.025,694d390a88706bd7
1,0,base,50.0,4.0,0.12649111,5,0.001907,50,50.0,false,0.012608826,0.001849109,-6.9128838,-0.28040934,7,false,-2.2439647,0.01875,0.01875,db2a074cb37ab616
1,0,base,50.0,4.0,0.12649111,6,0.001901,50,50.0,false,0.009827912,0.0018792481,-6.8466997,-0.21422529,7,false,-2.0232453,0.0125,0.0125,a04765af496962c9
1,0,base,50.0,4.0,0.12649111,7,0.001913,50,50.0,false,0.020333588,0.0012339056,-6.9755635,-0.3430891,7,false,-2.0996706,0.025,0.025,e40247ac60a8e86f
